,State,District,Latitude,Longitude,District code,State name,Population,Male_Literate,Female_Literate,sex_ratio,literacy_rate
440,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,UTTAR PRADESH,2148665,544943,323414,93.0,40.0
441,Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,UTTAR PRADESH,1799410,630626,372311,86.0,56.0
442,Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,UTTAR PRADESH,3260699,1010518,681940,91.0,52.0
443,Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,UTTAR PRADESH,4448359,1342697,849062,89.0,49.0
444,Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,UTTAR PRADESH,2464464,819719,574064,96.0,57.0
445,Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,UTTAR PRADESH,3682713,1241471,893922,92.0,58.0
446,Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,UTTAR PRADESH,3499171,1253314,778342,90.0,58.0
447,Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,UTTAR PRADESH,1952756,699454,475152,92.0,60.0
448,Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,UTTAR PRADESH,991730,330339,200733,88.0,54.0
449,Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,UTTAR PRADESH,3100946,1079288,795951,102.0,60.0
450,Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,UTTAR PRADESH,1774480,647042,408160,87.0,59.0
451,Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,UTTAR PRADESH,1581810,623583,438420,87.0,67.0
452,Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,UTTAR PRADESH,2470996,838339,612562,96.0,59.0
453,Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,UTTAR PRADESH,1885204,654827,437850,87.0,58.0
454,Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,UTTAR PRADESH,2632733,911003,601163,90.0,57.0
455,Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,UTTAR PRADESH,2498156,912314,609492,88.0,61.0
456,Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,UTTAR PRADESH,1648115,666065,456882,85.0,68.0
457,Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,UTTAR PRADESH,4681645,1811397,1311867,88.0,67.0
458,Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,UTTAR PRADESH,3620268,1293553,903996,95.0,61.0
459,Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,UTTAR PRADESH,3433919,1034181,645813,92.0,49.0
460,Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,UTTAR PRADESH,4440895,1593890,1106438,95.0,61.0
461,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,HIMACHAL PRADESH,454768,180555,177536,110.0,79.0
462,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,UTTAR PRADESH,1104285,408125,245174,86.0,59.0
463,Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,UTTAR PRADESH,4092845,1374587,847014,87.0,54.0
464,Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,UTTAR PRADESH,1689974,653430,421766,87.0,64.0
465,Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,UTTAR PRADESH,4494204,1565394,1166283,102.0,61.0
466,Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,UTTAR PRADESH,1998603,783705,520808,89.0,65.0
467,Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,UTTAR PRADESH,1840221,600541,382569,91.0,53.0
468,Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,UTTAR PRADESH,1656616,603596,413491,88.0,61.0
469,Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,UTTAR PRADESH,1796184,692964,477279,86.0,65.0
470,Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,UTTAR PRADESH,1599596,507279,306145,91.0,51.0
471,Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,UTTAR PRADESH,3564544,1183722,771098,96.0,55.0
472,Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,UTTAR PRADESH,1221592,397586,243605,91.0,52.0
473,Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,UTTAR PRADESH,4589838,1742440,1384820,92.0,68.0
474,Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,UTTAR PRADESH,875958,302283,185823,88.0,56.0
475,Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,UTTAR PRADESH,1868529,712110,491775,88.0,64.0
476,Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,UTTAR PRADESH,2547184,943346,564400,86.0,59.0
477,Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,UTTAR PRADESH,2205968,773082,589962,98.0,62.0
478,Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,UTTAR PRADESH,3443689,1254520,886968,89.0,62.0
479,Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,UTTAR PRADESH,2496970,865837,562846,90.0,57.0
480,Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,UTTAR PRADESH,4772006,1357435,906413,91.0,47.0
481,Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,UTTAR PRADESH,4143512,1448528,968811,89.0,58.0
482,Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,UTTAR PRADESH,2031007,654290,406805,89.0,52.0
483,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,RAJASTHAN,867848,250122,151393,98.0,46.0
484,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,UTTAR PRADESH,3209141,1121381,810178,100.0,60.0
485,Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,UTTAR PRADESH,3405559,1165965,799878,94.0,58.0
486,Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,UTTAR PRADESH,2335819,630408,413258,91.0,45.0
487,Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,UTTAR PRADESH,3466382,1220114,856994,89.0,60.0
488,Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,UTTAR PRADESH,1715183,567098,387851,97.0,56.0
489,Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,UTTAR PRADESH,3006538,915142,575788,87.0,50.0
490,Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,UTTAR PRADESH,4483992,1397702,886031,89.0,51.0
491,Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,UTTAR PRADESH,1862559,601988,383720,92.0,53.0
492,Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,UTTAR PRADESH,3797117,1300248,939654,98.0,59.0
493,Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,UTTAR PRADESH,3108367,1053063,720521,91.0,57.0
494,Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,UTTAR PRADESH,3676841,1389116,1014787,91.0,65.0
495,Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,UTTARAKHAND,622506,231604,204893,114.0,70.0
496,Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,UTTARAKHAND,259898,97546,81937,109.0,69.0
497,Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,UTTARAKHAND,391605,155395,125161,102.0,72.0
498,Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,UTTARAKHAND,259648,102015,75711,98.0,68.0
499,Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,UTTARAKHAND,483439,189623,155927,102.0,71.0
500,Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,UTTARAKHAND,618931,227406,180588,108.0,66.0
501,Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,UTTARAKHAND,1648902,598525,439314,92.0,63.0
502,Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,UTTARAKHAND,330086,128237,86889,96.0,65.0
503,West Bengal,Bankura,23.081280892857155,87.12640053571437,339,WEST BENGAL,3596674,1299337,933655,96.0,62.0
504,West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,WEST BENGAL,7717563,2918040,2329168,95.0,68.0
505,West Bengal,Birbhum,24.06389342723,87.65153089201888,334,WEST BENGAL,3502404,1201481,956966,96.0,62.0
506,West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,WEST BENGAL,1676276,596474,487211,96.0,65.0
507,West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,WEST BENGAL,1846823,717673,597912,97.0,71.0
508,West Bengal,Haora,22.401674174428507,87.99421176968654,341,WEST BENGAL,4850029,1942824,1662382,94.0,74.0
509,West Bengal,Hugli,22.87929264705881,88.00010264705891,338,WEST BENGAL,5519145,2211777,1866611,96.0,74.0
510,West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,WEST BENGAL,3872846,1396622,1102158,95.0,65.0
511,West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,WEST BENGAL,4496694,1926915,1661222,91.0,80.0
512,West Bengal,Maldah,25.08026802575105,88.17191684549356,332,WEST BENGAL,3988845,1152019,934413,94.0,52.0
513,West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,WEST BENGAL,7103807,2177187,1878647,96.0,57.0
514,West Bengal,Nadia,23.56410971055088,88.58293034547152,336,WEST BENGAL,5167600,1878866,1601689,95.0,67.0
515,West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,WEST BENGAL,2930115,1002058,622847,96.0,55.0
516,West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,WEST BENGAL,3007134,853495,636172,94.0,50.0
